text,label
"Expression Data Cancer classification is one of the main objectives for analyzing big biological datasets. Machine learning algorithms (MLAs) have been extensively used to accomplish this task. Several popular MLAs are available in the literature to classify new samples into normal or cancer populations. Nevertheless, most of them often yield lower accuracies in the presence of outliers, which leads to incorrect classification of samples. Hence, in this study, we present a robust approach for the efficient and precise classification of samples using noisy GEDs. We examine the performance of the proposed procedure in a comparison of the five popular traditional",gene expression analysis
"this task becomes complex and time consuming. This paper provides a recent review on recent progress in ML and deep learning (DL) for cancer classification, which has received increasing attention in bioinformatics and computational biology. The development of cancer classification methods based on ML and DL is mostly focused on this review. Although many methods have been applied to the cancer classification problem, recent progress shows that most of the successful techniques are those based on supervised and DL methods. In addition, the sources of the healthcare dataset are also described. The development of many machine learning methods for insight",gene expression analysis
"performing gene set enrichment analysis (GSEA), weighted gene co-expression network analysis (WGCNA), functional enrichment analysis, and screening optimal feature genes using various machine learning algorithms.Methods Data from the GSE73680 dataset, comprising normal renal papillary tissues and Randall's Plaque (RP) tissues, were downloaded from the GEO database. DEGs were identified using the limma R package, followed by GSEA and WGCNA to explore functional modules. Functional enrichment analysis was conducted using KEGG and Disease Ontology. Various machine learning algorithms were used for screening the most suitable feature genes, which were then assessed for their expression and diagnostic significance through Wilcoxon rank-sum tests",gene expression analysis
"(LGMN) as the most critical LMGs. LGMN was overexpressed in keloid and had a high diagnostic performance. The protein-protein interaction (PPI) network related to LGMN was constructed by GeneMANIA database. Functional analysis of indicated PPI network was involved in multiple immune response-related biological processes. Furthermore, immune infiltration analysis was conducted using the CIBERSORT method. M2-type macrophages were highly infiltrated in keloid tissues and were found to be significantly and positively correlated with LGMN expression. Gene set variation analysis (GSVA) indicated that LGMN may be related to promoting fibroblast proliferation and inhibiting their apoptosis. Moreover, eight potential drug candidates for keloid",gene expression analysis
"gene expression based cancer diagnosis. Multiclass cancer diagnosis in microarray gene expression profile using mutual information and Support Vector Machine Gene expression profiles have been used for Cancer Classification recently. In this work, the multi-SVM (Support Vector Machine) approach with a novel Gene selection method using Mutual Information (MI) is developed for multi-class classification in the cancer diagnosis area. The mutual information between genes and class label is computed and used for identifying the discriminating genes in each category. All the genes are assigned rank based on their mutual information value and the optimal number of genes with the highest",gene expression analysis
"findings provide valuable insights into the molecular characteristics of PDAC and can potentially guide future research on cancer theranostics interventions for this devastating disease. Identification of Novel Diagnostic and Prognostic Gene Signature Biomarkers for Breast Cancer Using Artificial Intelligence and Machine Learning Assisted Transcriptomics Analysis Simple Summary Breast cancer is the most fatal female cancer, which the existing clinical and pathological information sometimes fails to diagnose accurately. Recent artificial intelligence-based studies have shown the capability of identifying molecular biomarkers using high-throughput genomics data. Our aim was to apply machine learning methods to a large cohort of transcriptomics data for gene",gene expression analysis
"of HF. Revealing potential diagnostic gene biomarkers of septic shock based on machine learning analysis Background: Sepsis is an inflammatory response caused by infection with pathogenic microorganisms. The body shock caused by it is called septic shock. In view of this, we aimed to identify potential diagnostic gene biomarkers of the disease. Material and methods: Firstly, mRNAs expression data sets of septic shock were retrieved and downloaded from the GEO (Gene Expression Omnibus) database for differential expression analysis. Functional enrichment analysis was then used to identify the biological function of DEmRNAs (differentially expressed mRNAs). Machine learning analysis was used to",gene expression analysis
"formulated utilizing hub genes, and the AUC was generated to evaluate the performance of the prognostic model and candidate genes. Hub genes were validated through the validation set and qPCR performed on normal mice and CRSwNP mouse model. Lastly, the ssGSEA algorithm was employed to assess the differences in immune infiltration levels. Results: A total of 239 DEGs were identified, with 170 upregulated and 69 downregulated in CRSwNP. Enrichment analysis revealed that these DEGs were primarily enriched in pathways related to nucleocytoplasmic transport and HIF-1 signaling pathway. Data yielded by WGCNA analysis contained 183 DEGs. The application of three machine",gene expression analysis
"ConclusionsOur study revealed an effective diagnostic model with key gene signatures, which indicates a potential tool to differentiate between ACM and DCM in clinical practice. In addition, we identified several genes that are highly related to cardiac function, which may contribute to our understanding of ACM and DCM. Investigating the overlap of machine learning algorithms in the final results of RNA-seq analysis on gene expression estimation Advances in computer science in combination with the next-generation sequencing have introduced a new era in biology, enabling advanced state-of-the-art analysis of complex biological data. Bioinformatics is evolving as a union field between computer",gene expression analysis
"on the degrees of connectivity and hub module genes using MCODE scores. The ML-IB based significant genes were determined by intersecting hub genes and hub module genes. Four common significant genes were found by intersecting significant genes derived from WGCNA and ML-IB based perspectives. Finally, two genes (AURKA and CCNA2) were determined as key genes for showing strong correlation with survival of CC patients and validated their discriminative capability on an independent test dataset using AUC analysis. The key genes of AURKA and CCNA2 may be used for the early detection of patients with CC. This study will helpful for",gene expression analysis
"critical clinical problems, improving sepsis management, and advancing precision medicine approaches. Collaborative efforts between clinicians and data scientists are essential for the successful implementation and translation of ML models into clinical practice. Machine learning has the potential to revolutionize our understanding of sepsis and significantly improve patient outcomes. Further research and collaboration between clinicians and data scientists are needed to fully understand the potential of ML in sepsis management. Unsupervised Machine Learning Approach for Gene Expression Microarray Data Using Soft Computing Technique Machine learning is a burgeoning technology used for extractions of knowledge from an ocean of data. It has",gene expression analysis
"methods, in order to identify characteristic genes driving heart failure and investigate the progression of heart failureMethodsHeart failure patient samples were downloaded from the public database GEO (Gene Expression Omnibus), including the datasets GSE116250, GSE120895, and GSE59867. GSE116250 and GSE120895 were used as the testing set, while GSE59867 was used as the validation set. LASSO regression analysis and SVM-RFE were utilized to identify feature genes.ResultsAnalysis showed that among the differentially expressed genes between normal and heart failure patients, 9 genes were upregulated and 10 genes were downregulated. ROC curve analysis in the training set showed that TAGLN and SGPP2 had",gene expression analysis
"(RF)) were used to further identify shared diagnostic genes, and these genes were assessed via receiver operating characteristic (ROC) curves in discovery and validation datasets. CIBERSORT was employed for immune cell infiltration analysis. Transcription factors (TFs)-genes and miRNAs-genes regulatory networks were conducted by NetworkAnalyst. Finally, relevant drug targets were predicted by DSigDB. Results: Based on DEGs, 173 overlapping genes were obtained and primarily enriched in immune- and inflammation-related pathways. WGCNA revealed 34 common disease-related genes, which were enriched in similar biological pathways. Intersecting the DEGs with WGCNA results yielded 22 candidate genes. Moreover, three machine learning algorithms identified three shared",gene expression analysis
"we devised an approach augmenting machine learning with topological data analysis. We describe a framework for predicting phenotype values by utilizing gene expression data transformed into sample-specific topological signatures by employing feature subsampling and persistent homology. The topological data analysis approach developed in this work yielded improved results on Parkinson's disease phenotype prediction when measured against standard machine learning methods. This study confirms that gene expression can be a useful indicator of the presence or absence of a condition, and the subtle signal contained in this high dimensional data reveals itself when considering the intricate topological connections between expressed genes.",gene expression analysis
"that the transductive learning approach outperformed the inductive learning approach for both organisms. However, there was no conclusive difference identified in the performance of SVM and RF. Experimental results also showed that the proposed semi-supervised methods performed better than existing supervised methods for both organisms. Seq-ing improved gene expression estimates from microarrays using machine learning Background: Quantifying gene expression by RNA-Seq has several advantages over microarrays, including greater dynamic range and gene expression estimates on an absolute, rather than a relative scale. Nevertheless, microarrays remain in widespread use, demonstrated by the ever-growing numbers of samples deposited in public repositories. Results:",gene expression analysis
"to train the model, identified 67 genes without any publication concerning IBD. These genes represent novel candidate IBD-risk genes, which can be targeted in future studies. Conclusions: Our method successfully differentiated IBD-risk genes from non-IBD genes by using information from expression data and a multitude of gene annotations. Crucial features were defined, and we were able to detect novel candidate risk genes for IBD. These findings may help detect new IBD-risk genes and improve the understanding of IBD pathogenesis. cTAP: A Machine Learning Framework for Predicting Target Genes of a Transcription Factor using a Cohort of Gene Expression Data Sets",gene expression analysis
"Economic losses in cattle farms are frequently associated with failed pregnancies. Some studies found that the transcriptomic profiles of blood and endometrial tissues in cattle with varying pregnancy outcomes display discrepancies even before artificial insemination (AI) or embryo transfer (ET). In the study, 330 samples from seven distinct sources and two tissue types were integrated and divided into two groups based on the ability to establish and maintain pregnancy after AI or ET: P (pregnant) and NP (nonpregnant). By analyzing gene co-variation and employing machine learning algorithms, the objective was to identify genes that could predict pregnancy outcomes in cattle.",gene expression analysis
"information as grouping (term) information and embedded this information into a machine learning algorithm for selecting the most significant groups (terms) of ontology. Those groups are used to build the machine learning model in order to perform the classification task. The output of the tool is a significant ontology group for the task of 2-class classification applied on the gene expression data. This knowledge allows the researcher to perform more advanced gene expression analyses. We tested our approach on 8 different gene expression datasets. In our experiments, we observed that the tool successfully found the significant Ontology terms that would",gene expression analysis
"FCN3 and SMOC2 can be used as diagnostic markers of HF, and immune infiltration plays an important role in the initiation and progression of HF. Revealing potential diagnostic gene biomarkers of septic shock based on machine learning analysis Background: Sepsis is an inflammatory response caused by infection with pathogenic microorganisms. The body shock caused by it is called septic shock. In view of this, we aimed to identify potential diagnostic gene biomarkers of the disease. Material and methods: Firstly, mRNAs expression data sets of septic shock were retrieved and downloaded from the GEO (Gene Expression Omnibus) database for differential expression",gene expression analysis
"HMGN3, MGST1 and ARHGEF18) for septic shock were identified by machine learning analysis. RF (random forests), SVM (support vector machine) and DT (decision tree) models were used to construct classification models. The accuracy of the DT, SVM and RF models were very high. Interestingly, the RF model had the highest accuracy. It is worth mentioning that ARHGEF18 and FCER1A were related to survival. CACNA2D3 and DUSP3 participated in MAPK signaling pathway to regulate septic shock. Conclusion: Identified diagnostic gene biomarkers may be helpful in the diagnosis and therapy of patients with septic shock. A New Machine Learning-Based Framework for Mapping",gene expression analysis
"friction factor for ungauged streams using Gene Expression Programming and Extreme Learning Machines The most uncertain parameter in determining the stage-discharge relationship of an ungauged stream is the friction factor, a parameter for which a gauged stream can be back-calculated using hydrometric survey data that has been compiled over a wide range of flow conditions. The existing friction factor models for ungauged streams that do not require hydrometric survey data as input can have very large prediction errors. In this study, 415 streamflow events collected from 52 rivers across three continents were assembled to allow for the use of a",gene expression analysis
"(Adaboost, ExtraTrees, logistic regression, naive Bayes classifier, random forest, and XGBoost) across different combinations of training and test datasets over GEO datasets. The accuracy and the AUROC of each combination of training and test data with different algorithms were used as comparison metrics. Random forest (RF) models consistently performed better than other models. In total, 34 genes were identified and used for pathway and gene set enrichment analysis. Further mapping of the 34 genes with miRNA identified interesting miRNA hubs genes. Conclusions: We identified 34 genes with high accuracy that can be used as a diagnostics panel for CRC. Revealing",gene expression analysis
"focused on sequence similarity, our algorithm focuses on functional similarity inferred from the comparison of gene expression profiles. We propose novel metrics for expression pattern similarity-expression score (ES)-that is suitable for species with differing morphologies. As a proof of concept, we compare detailed transcriptome maps of Arabidopsis thaliana, the model species, Zea mays (maize) and Fagopyrum esculentum (common buckwheat), which are species that represent distant clades within flowering plants. The classifier resulted in an AUC of 0.91; under the ES threshold of 0.5, the specificity was 94%, and sensitivity was 72%. Author summaryInterspecific gene comparisons are keystone for many areas",gene expression analysis
"through in vitro experiments.Results Differential expression analysis identified 1,418 DEGs in the GSE221521 dataset, with 39 overlapping DE-PRGs (29 upregulated, 10 downregulated). Functional enrichment indicated that DE-PRGs are involved in apoptosis, signal transduction, and inflammatory responses, with key pathways such as MAPK and TNF signaling. Machine learning algorithms identified six PANoptosis-related hub genes (BEX2, CASP2, CD36, FASN, OSMR, and PLSCR3) as potential biomarkers. A diagnostic nomogram based on these hub genes showed high diagnostic accuracy. Immune cell infiltration analysis revealed significant differences in immune cell patterns between control and DR groups, especially in Activated CD4 Memory T Cells and Monocytes.",gene expression analysis
"identified potential biomarkers underlying pregnancy status and fertility-related networks by integrating gene expression profiles through ML and gene network modeling. We used public transcriptomic data from uterine luminal epithelial cells of cows retrospectively classified as pregnant (P, n = 25) and non-pregnant (NP, n = 18). First, we used a feature selection function from BioDiscML and identified SERPINE3, PDCD1, FNDC1, MRTFA, ARHGEF7, MEF2B, NAA16, ENSBTAG00000019474, and ENSBTAG00000054585 as candidate biomarker predictors of pregnancy status. Then, based on co-expression networks, we identified seven genes significantly rewired (gaining or losing connections) between the P and NP networks. These biomarkers were co-expressed with",gene expression analysis
"associated with the stimulation of human genes in response to IFN-alpha. Results: We find that ISGs are less evolutionary conserved than genes that are not significantly stimulated in IFN experiments (non-ISGs). ISGs show obvious depletion of GC content in the coding region. This influences the representation of some compositions following the translation process. IFN-repressed human genes (IRGs), downregulated genes in IFN experiments, can have similar properties to the ISGs. Additionally, we design a machine learning framework integrating the support vector machine and novel feature selection algorithm that achieves an area under the receiver operating characteristic curve (AUC) of 0.7455 for",gene expression analysis
"total of 843 DEmRNAs, including 458 up-regulated and 385 down-regulated DEmRNAs were obtained in septic shock. 15 superlative diagnostic gene biomarkers (such as RAB13, KIF1B, CLEC5A, FCER1A, CACNA2D3, DUSP3, HMGN3, MGST1 and ARHGEF18) for septic shock were identified by machine learning analysis. RF (random forests), SVM (support vector machine) and DT (decision tree) models were used to construct classification models. The accuracy of the DT, SVM and RF models were very high. Interestingly, the RF model had the highest accuracy. It is worth mentioning that ARHGEF18 and FCER1A were related to survival. CACNA2D3 and DUSP3 participated in MAPK signaling pathway",gene expression analysis
"development of cancer classification methods based on ML and DL is mostly focused on this review. Although many methods have been applied to the cancer classification problem, recent progress shows that most of the successful techniques are those based on supervised and DL methods. In addition, the sources of the healthcare dataset are also described. The development of many machine learning methods for insight analysis in cancer classification has brought a lot of improvement in healthcare. Currently, it seems that there is highly demanded further development of efficient classification methods to address the expansion of healthcare applications. Machine learning-based analysis",gene expression analysis
"sclerosis (ALS) is a rare progressive neurodegenerative disease that affects upper and lower motor neurons. As the molecular basis of the disease is still elusive, the development of high-throughput sequencing technologies, combined with data mining techniques and machine learning methods, could provide remarkable results in identifying pathogenetic mechanisms. High dimensionality is a major problem when applying machine learning techniques in biomedical data analysis, since a huge number of features is available for a limited number of samples. The aim of this study was to develop a methodology for training interpretable machine learning models in the classification of ALS and ALS-subtypes",gene expression analysis
"the top 75 genes from the k-nearest neighbors algorithm (K-NN) model (K = 27) yielded the best area-under-the-curve (AUC) score that we obtained: 0.84. When we finally tested the previously unseen test data set, the top 50 genes yielded the best AUC = 0.81. Pathway enrichment analysis for these 50 genes showed that the guanosine diphosphate fucose (GDP-fucose) biosynthesis pathway is the most significant with an adjusted P value = .0092, which may suggest the vital role of N-glycosylation in AML. Discovery of gene module acting on ubiquitin- mediated proteolysis pathway by co-expression network analysis for endometriosis Research question: Is",gene expression analysis
"it to a particular phenotype. Using only a subset of informative genes, however, could better classify samples. Here, we propose a two-stage machine learning approach for pathway analysis. During the first stage, informative genes that can represent a pathway are selected using feature selection methods. These representative genes are mostly associated with the phenotype of interest. In the second stage, pathways are ranked based on their representative genes using classification methods. We applied our two-stage approach on three gene expression datasets. The results indicate our method does outperform methods that consider every gene in a pathway. Machine learning analysis of",gene expression analysis
"DEGs and a novel diagnostic nine-gene signature (COL10A, S100P, ADAMTS5, WISP1, COMP, CXCL10, LYVE1, COL11A1, and INHBA) were identified using stringent filter conditions. Similarly, a novel prognostic model consisting of eight-gene signatures (CCNE2, NUSAP1, TPX2, S100P, ITM2A, LIFR, TNXA, and ZBTB16) was also identified using disease-free survival and overall survival analysis. Gene signatures were validated by another set of ML methods. Finally, qRT-PCR results confirmed the expression of the identified gene signatures in BC. Conclusion: The ML approach helped construct novel diagnostic and prognostic models based on the expression profiling of BC. The identified nine-gene signature and eight-gene signatures showed",gene expression analysis
"osteoporosis dataset comprised 2067 DEGs, with 424 module genes filtered in sarcopenia. The intersection of DEGs between osteoporosis and sarcopenia module genes consisted of 60 genes, primarily enriched in viral infection. Through construction of the PPI network, 30 node genes were filtered, and after machine learning, 7 candidate hub genes were selected for column line plot construction and diagnostic value assessment. Both the column line plots and all 7 candidate hub genes exhibited high diagnostic value (area under the curve ranging from 1.00 to 0.93).Conclusion We identified 7 candidate hub genes (PDP1, ALS2CL, VLDLR, PLEKHA6, PPP1CB, MOSPD2, METTL9) and constructed",gene expression analysis
"with social communication deficits and cholesterol biosynthesis and metabolism. Conclusion: The results suggest that both RF and SVM are acceptable options for machine learning algorithms to identify AD subgroups characterized by clinical homogeneity related to prognosis. Identifying disease progression biomarkers in metabolic associated steatotic liver disease (MASLD) through weighted gene co-expression network analysis and machine learning BackgroundMetabolic Associated Steatotic Liver Disease (MASLD), encompassing conditions simple liver steatosis (MAFL) and metabolic associated steatohepatitis (MASH), is the most prevalent chronic liver disease. Currently, the management of MASLD is impeded by the lack of reliable diagnostic biomarkers and effective therapeutic strategies.MethodsWe analyzed eight",gene expression analysis
"p-value cutoffs of 0.001, 0.005, and 0.01, respectively. The three sets of MGs were compared with those from existing metastasis marker databases, which provided significant results in most comparisons (p-value < 0.05). They were also significantly enriched in biological processes associated with breast cancer metastasis. The three MGs, SPPL2C, KRT23, and RGS7, showed highly significant results (p-value < 0.01) in the survival analysis. The MGs that could not be identified by statistical analysis (e.g., GOLM1, ELAVL1, UBP1, and AZGP1), as well as the MGs with the highest MS (e.g., ZNF676, FAM163B, LDOC2, IRF1, and STK40), were verified via the literature.",gene expression analysis
"analysis and machine learning, as well as analyze the role of immune infiltration in the pathological process of HF. Methods: The gene expression profiles of 124 HF patients and 135 nonfailing donors (NFDs) were obtained from six datasets in the NCBI Gene Expression Omnibus (GEO) public database. We applied robust rank aggregation (RRA) and weighted gene co-expression network analysis (WGCNA) method to identify critical genes in HF. To discover novel diagnostic markers in HF, three machine learning methods were employed, including best subset regression, regularization technique, and support vector machine-recursive feature elimination (SVM-RFE). Besides, immune infiltration was investigated in HF",gene expression analysis
"and MAPK1. These genes have recognized implications in a variety of biological pathways and mechanisms of drug resistance pertinent to NSCLC.ConclusionThe successful integration of heterogeneous radiogenomic datasets underscores the potential of imaging biomarkers in uncovering NSCLC biological processes through gene expression profiles. Integrating Gene Ontology Based Grouping and Ranking into the Machine Learning Algorithm for Gene Expression Data Analysis Recent advances in the high throughput technologies resulted in the production of large gene expression data sets for several phenotypes. Via comparing the gene expression levels under different conditions, such as disease vs. control, treated vs. not treated, drug A vs.",gene expression analysis
"hindered by cells and tissue of the same cancer type exhibiting differences from one another. This tumor heterogeneity is thus an important characteristic worth better understanding and analyzing. In the past, this analysis has been mostly carried out manually by clinicians and researchers. However, with advances in algorithms and computational resources, we can analyze tumor samples using statistical methods and machine learning techniques. Our work features an automated pipeline for analyzing the spatial gene expression of tumor tissue samples. For the task of segmenting tissue regions into tumor, non-tumor, and hepatocyte regions, our models (logistic regression, support vector machine, and",gene expression analysis
"with Dask: applications in data science and machine learning Background: Gene expression studies are an important tool in biological and biomedical research. The signal carried in expression profiles helps derive signatures for the prediction, diagnosis and prognosis of different diseases. Data science and specifically machine learning have many applications in gene expression analysis. However, as the dimensionality of genomics datasets grows, scalable solutions become necessary. Methods: In this paper we review the main steps and bottlenecks in machine learning pipelines, as well as the main concepts behind scalable data science including those of concurrent and parallel programming. We discuss the",gene expression analysis
"the first GSE ensemble method built based on a priori knowledge of pathways and phenotypes. Compared with 10 widely used individual methods and five types of ensemble scores from two ensemble methods, we demonstrate that sorting pathways based on the R score can better prioritize relevant pathways, as established by an evaluation of 120 simulated datasets and 45 real datasets. Additionally, CGPS is applied to expression data involving the drug panobinostat, which is an anticancer treatment against multiple myeloma. The results identify cell processes associated with cancer, such as the p53 signaling pathway (hsa04115); by contrast, according to two ensemble",gene expression analysis
"MAP1A. Of the 113 machine learning models tested, Ridge regression achieved the highest area under the curve (AUC) of 0.92, demonstrating robust predictive accuracy. Validation using external datasets confirmed the model's reliability, with a classification accuracy of 89.5% in the training set and 85.3% in the validation sets. MR analysis provided strong evidence of a causal relationship between the expression levels of the identified genes and GBM risk.ConclusionsThis study demonstrates the power of combining machine learning and Mendelian Randomization to uncover novel genetic markers for GBM. The identified genes offer promising potential as biomarkers for GBM diagnosis and therapy, providing",gene expression analysis
"were most highly correlated with genes enriched in the ubiquitin-mediated proteolysis pathway. Moreover, in the correlation analysis between hub genes and Jab1, SCAF11 was found to be closely related to Jab1. Furthermore, hub genes were effective indicators for clinical diagnosis. The deep machine learning diagnostic model based on hub genes was highly sensitive. Conclusions: The gene module identified is highly correlated with endometriosis. The four hub genes in this module degrade p27kip1 through the ubiquitin-mediated proteolysis pathway to regulate the endometrium cell cycle and affect the development of endometriosis. The hub genes and the deep learning model based on them",gene expression analysis
"network (WGCNA) to explore the relationship between aging and gene expression in the human frontal cortex and reveal potential biomarkers and therapeutic targets of neurodegeneration and dementia related to aging. The transcriptional profiling data of the human frontal cortex from individuals ranging from 26 to 106 years old was obtained from the GEO database in NCBI. Self-Organizing Feature Map (SOM) was conducted to find the clusters in which gene expressions downregulate with aging. For WGCNA analysis, first, co-expressed genes were clustered into different modules, and modules of interest were identified through calculating the correlation coefficient between the module and phenotypic",gene expression analysis
"associated cancer studies, including cancer classification, cancer prediction, identification of biomarker genes, microarray, and RNA-Seq data. We discuss the technical issues with current cancer prediction models and the corresponding measurement tools for determining the activity levels of gene expression between cancerous tissues and noncancerous tissues. Additionally, we investigate how identifying putative biomarker gene expression patterns can aid in predicting future risk of cancer and inform the provision of personalized treatment. Machine Learning for Diagnosis of Diseases with Complete Gene Expression Profile This paper considers the use of machine learning for diagnosis of diseases that is based on the analysis of",gene expression analysis
"immune infiltration analysis was conducted using the CIBERSORT method. M2-type macrophages were highly infiltrated in keloid tissues and were found to be significantly and positively correlated with LGMN expression. Gene set variation analysis (GSVA) indicated that LGMN may be related to promoting fibroblast proliferation and inhibiting their apoptosis. Moreover, eight potential drug candidates for keloid treatment were predicted by the DSigDB database. Western blot, qRT-PCR and immunohistochemistry staining results confirmed that LGMN was highly expressed in keloid. Collectively, our findings may identify a new biomarker and therapeutic target for keloid and contribute to the understanding of the potential pathogenesis of",gene expression analysis
"data analysis has been carried out using statistical analysis as well as machine learning and data mining approaches. In this paper, we present a comprehensive review of machine learning approaches that have been used on ALL microarray data. Followed by the research conducted by biological and medical childhood leukaemia research groups, machine learning has been used to enhance cancer diagnosis and subtype classification, development of novel therapeutic approaches and accurate identification of risk stratification of patients. These methods have been used in four major areas of microarray data analysis: gene selection, clustering, classification and pathway analysis. Each machine learning algorithm",gene expression analysis
"topological connections between expressed genes. Interspecific comparison of gene expression profiles using machine learning Interspecific gene comparisons are the keystones for many areas of biological research and are especially important for the translation of knowledge from model organisms to economically important species. Currently they are hampered by the low resolution of methods based on sequence analysis and by the complex evolutionary history of eukaryotic genes. This is especially critical for plants, whose genomes are shaped by multiple whole genome duplications and subsequent gene loss. This requires the development of new methods for comparing the functions of genes in different species.",gene expression analysis
"ALS progression markers in humans by looking at features related to the immune response. This could pave the path for the discovery of druggable targets and disease biomarkers for homogeneous ALS patient subgroups. (c) 2022 Nalecz Institute of Biocybernetics and Biomedical Engineering of the Polish Academy of Sciences. Published by Elsevier B.V. All rights reserved. Using Machine Learning Approaches to Predict Target Gene Expression in Rice T-DNA Insertional Mutants To change the expression of the flanking genes by inserting T-DNA into the genome is commonly used in rice functional gene research. However, whether the expression of a gene of interest",gene expression analysis
